Job Title,Salary Estimate,Job Description,Rating,Company Name,Division,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Machine Learning Research Scientist - Biotechnology Company,CA$90K - CA$110K (Employer est.),"This is a leading company in artificial intelligence for drug discovery that has launched multiple software products, including target identification platform, and automated drug discovery platform. We are looking for a Machine Learning Scientist to join the team. You will work with product teams as well as top AI scientists in this field. We focus on AI-assisted systems that can identify novel drug targets for untreated diseases, assist in the development of new treatments and eventually predict how well those treatments may perform in clinical trials. This company was ranked Top 5 AI companies in its potential for social impact according to NVIDIA and in 2018, the company was named one of the global top 100 AI companies by CB Insights. They are growing their team in Canada and are looking for people who want to be part of this journey.

More about role:
We are seeking a Machine Learning Research Scientist for generative models in chemistry/biology. We are an end-to-end artificial intelligence-driven pharma-technology company with a mission to accelerate drug discovery and development by leveraging our rapidly-evolving proprietary platforms across biology, chemistry, and clinical development. Our Pharma.AI platform has the potential to rapidly bring novel breakthrough medicines to patients while decreasing costs and increasing the probability of success.

Machine Learning Research scientist
1215 Boulevard René-Lévesque, Montreal. Hybrid model. Coming in to office 2 days a week.
Full time and permanent
90-110k + 8.33% bonus + Benefits + 3-4 weeks’ vacation


Do you have this experience?
Desirable Skills",4.4,"Groom & Associes
4.4",,Montreal,1 to 50 Employees,,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD)
Data Scientist,CA$100K - CA$150K (Employer est.),"A special note from Mark Hobbs, CEO and Rachel Crosbie, VP Strategy and Operations:
We encourage those of diverse backgrounds and/or underrepresented groups to apply to our jobs even if the qualifications are not an exact match. Fundmetric is a team willing to invest in your professional development. Fundmetric strives to create a diverse and inclusive team. There is an added emphasis on achieving this at Fundmetric because it is mission-critical to remove bias from our artificial intelligence and the products and services we offer. Please feel free to address any special circumstances in your covering letter or contact us, if the application process itself presents a barrier.
Data Scientist at Fundmetric
Fundmetric is a data generation ecosystem, designed to help nonprofits transform their fundraising. Our AI-powered platform uses machine learning to predict donor behavior and identify future leadership opportunities, driving more frequent and higher donations.",-1,Fundmetric,,Halifax,,,,,,
Jr. Data Scientist,CA$76K - CA$119K (Glassdoor est.),"SimpTek Technologies - Fredericton, NB:
SimpTek is seeking a Jr. Data Scientist to join our growing team. You will play a crucial role in helping SimpTek make smarter decisions to deliver even better products. Your primary focus will be on applying data mining techniques, doing statistical analysis, and building high-quality prediction systems integrated with our products to improve and extend the features used by our existing platform.

We are looking for someone that thrives on the urgency of startups and can leverage data analytics while being creative and is eager to learn and evolve as the job demands. You will be part of a dynamic team that is passionate about building better ways to provide energy insights for buildings. We’re looking for someone who can take ownership, and if you think you have those qualifications, you might be a good fit to join our team!

Responsibilities:


We are creating a platform that changes the way utilities, building owners and energy service providers collaborate. By using energy data analytics, SimpTek is building a new way of connecting consumers with personalized products and services to drive towards a zero-carbon world, We call this the Gride Edge Economy



If you were given a set of resumes with the goal to choose the most qualified candidate for the
Data Scientist position at SimpTek, how would you determine the best candidate?",4.9,"SimpTek Technologies
4.9",,Fredericton,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Senior Data Scientist,CA$112K - CA$129K (Glassdoor est.),"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Job Title
Senior Data Scientist
Overview

Interested in building the next generation platform that handles petabytes of data and powers data insight creation using cutting edge data science technology? Excited about using Big Data, AI/Machine Learning and Data Analytics to deliver actionable insights? We are a dynamic team of top-notch engineers who are committed to make a dent in the FinTech universe.

We are growing rapidly in Vancouver, beautiful British Columbia, and if you wish to be part of this Priceless® experience, read below.

The Marketing Services (MS) Technology team is looking for a Senior Data Engineer who is passionate about data and analytics, highly motivated and can take technical ownership of data solutions with an emphasis on engineering efficiency and on-time delivery.

The ideal candidate is exposed to the fast-paced world of Big Data technology and has experience in building data solutions using new and emerging technologies while maintaining stability of the platform. The person will get a chance to work with diverse datasets and be on the cutting edge of transforming the way Mastercard captures, processes, stores and visualizes data.

Role

In this role, you will:



All About you

The ideal candidate for this position should:",4.3,"Mastercard
4.3",,Vancouver,10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD)
Data Science Student,CA$55K - CA$75K (Glassdoor est.),"The future you want is within reach.

At PCL, we build the places where life happens and find camaraderie in the process. We’re a community of builders committed to building better communities. That’s why we’re always looking ahead, and not just to the next project or what’s next in our industry.

We’re also looking at what’s next for you and how we can help you build a career you’re proud of. As a student at PCL, you will get the opportunity for challenging work assignments in a supportive work environment which promotes personal and professional growth.

We are seeking a Data Science Student for our PCL Industrial Management Inc. Office located in ,that is availablefor starting in",4.1,"PCL Construction
4.1",,Edmonton,1001 to 5000 Employees,1906,Company - Private,Construction,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD)
Data Scientist - Data Operations and Analytics,CA$96K - CA$115K (Glassdoor est.),"Location: Toronto, ON, CA Edmonton, AB, CA Calgary, AB, CA Vancouver, British Columbia, CA
Req ID: 28845
Jobs by Category: Technology Solutions
Job Function: Planning and Analysis
Status: Full Time
Schedule: Regular
Let the data do the talking! If you love a challenge and love Data, this role is for you.

Our team and what we’ll accomplish together

The Data Operations and Analytics team is an internally focused reporting and analytics product minded team within TELUS, responsible for reporting on key operational metrics to ensure we are delivering to our customers. We discover key insights into our outages and provide the day to day on our ability to deliver. The Reliability Center of Excellence mission is to aim for the highest degree of service reliability for our customers – and for our team. We are dedicated to support all aspects of improving reliability here within TELUS operations. Our team includes a passionate group of business analysts, network analysts, data analysts, data scientists and data engineers.",3.9,"TELUS
3.9",,Toronto,10000+ Employees,1998,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
Data Scientist (remote),CA$80K - CA$121K (Glassdoor est.),"Company Description

You will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities.

Job Description

We are looking for Data Scientists who are passionate about Machine Learning, and have deep knowledge in Statistics and Computer Science. You enjoy doing data science projects with structured and/or unstructured data and are motivated to productize scalable machine learning models. We will also rely on you to build data products to extract valuable business insights. Critical thinking and problem-solving skills are essential for this role.",5.0,"Ample Insight Inc.
5.0",,Toronto,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Data Scientist - Marks,CA$82K - CA$101K (Glassdoor est.),"Help us boldly shape retail in Canada
Canadian Tire Corporation’s (CTC) rich heritage of serving Canadians from coast-to-coast dates back to 1922. Our vision is to become the #1 retail brand in Canada and we are focused on innovating and making important investments in our business, especially when it comes to our people. To reach our goal, we need the best talent to help us evolve and drive change across the business – and boldly help shape Canada’s retail industry. As we strive to be at the forefront of a complex and vastly changing retail industry, it is an exciting time to join the Canadian Tire family of companies.
At Canadian Tire we work flexibility embracing ‘Hybrid’ whereby individuals utilize a combination of working at a CTC campus and or virtually in service of outcomes. Determined by managers, decisions around work location will be made based on business and team needs and grounded in a desire to support individual well-being and personal needs. Our goal is to empower teams and individuals to make the right decisions for them, and we expect that to look different for everyone.",3.7,"Mark's
3.7",,Calgary,5001 to 10000 Employees,1977,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$500 million to $1 billion (USD)
Statistical Analyst - Data Science,CA$64K - CA$73K (Glassdoor est.),"Individually we are people, but together we are Aviva. Individually these are just words, but together they are our Values – Care, Commitment, Community, and Confidence.
What you will do
Join an exciting team of actuaries, data scientists and engineers at the forefront of leveraging data to drive decisions at every level of our organization. The insurance industry is undergoing a transformation and you get to be in the driver’s seat of this data-driven, technology revolution.
You will work on impactful projects that range from predicting customer life-time values and optimizing customer journeys to incorporating novel data sources for building cutting-edge pricing and machine-learning algorithms. You will work closely with data scientists to bring cutting-edge models to market. This team is exploring the frontiers of the insurance business such as how to harness the data from connected homes and cars to deliver new types of products to customers.
As a statistical analyst, you will be part of a dynamic team with exposure to different business stakeholders and direct influence on future products and innovative solutions. You will work on the proposal of innovative machine-learning and statistical models for practical applications that impact millions of customers. You will advance the department’s capabilities by creating and deploying long term tools to continually evolve the business. The team has already developed algorithms used in production systems and you will be part of the team that expands the scope of these algorithms. This is your chance to join the InsureTech revolution!",3.9,"Aviva
3.7",,Toronto,1 to 50 Employees,,Company - Private,Mining & Metals,"Energy, Mining & Utilities",Unknown / Non-Applicable
Data Analyst,-1,"Data Analyst

New Grad / Entry Level

Are you a new graduate and seeking employment and love working with data?

Empire life is looking to hire driven individuals with a passion for data and analytics.

Our mission is to make insurance, investments and group benefits simple, fast and easy for our customers. Help us reach this goal by joining our team to support and lead meaningful change in our organization!",4.1,"THE EMPIRE LIFE INS. CO
4.1",,Canada,501 to 1000 Employees,1923,Company - Private,Insurance Carriers,Insurance,$1 to $5 billion (USD)
Data Scientist,CA$86K - CA$111K (Glassdoor est.),"Company Description

As a trusted partner to the world’s leading loyalty programs, Points builds, powers, and grows new ways for members to get and use their favorite loyalty currency.
More than 1 billion loyalty program members touch our products through brands like Hilton, Air Canada, Lyft, British Airways, United Airlines, Air France-KLM, Chase Bank, Etihad Airways, and many more. Our team of 250+ people across 5 global offices works together to build and launch new solutions, solve complex challenges for our partners, and create a one-of-a-kind company culture.

Job Description",5.0,"Points
5.0",,Toronto,Unknown,,Company - Private,,,Unknown / Non-Applicable
Data Scientist,CA$53K - CA$61K (Glassdoor est.),"Job Description:
The Company:
Here at Rakuten Kobo Inc. we offer a casual working start-up environment and a group of friendly and talented individuals. Our employees rank us highly in terms of commitment to work/life balance. We realize that for our people to be innovative, creative and passionate they need to feel valued and supported. We believe in rewarding all our employees with competitive salaries, performance based annual bonuses, stock options and training opportunities.
If you’re looking for a company that inspires passion, personal, and professional growth – join Kobo and come help us make reading lives better.
The Role:
Rakuten Kobo Inc. is seeking a Data Scientist to join our Big Data team. Reporting to the Manager of Data Science & Analytics, you will bring your background and expertise of applying statistical modelling techniques in the context of e-commerce to assist Kobo with evaluating and improving our many consumer facing services & products. Responsibilities include proposing specific approaches, techniques and models to deploy against both very directed and very ambiguous questions from our business stakeholders, hands on coding & data wrangling, working with technical teams to build and improve data pipelines, and presenting findings, outcomes, or next steps to stakeholders.",3.4,"Rakuten
5.0",,Toronto,10000+ Employees,1997,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Data Analyst/Scientist (Co-op),-1,"Location: Remote Canada, Canada
Thales people architect identity management and data protection solutions at the heart of digital security. Business and governments rely on us to bring trust to the billons of digital interactions they have with people. Our technologies and services help banks exchange funds, people cross borders, energy become smarter and much more. More than 30,000 organizations already rely on us to verify the identities of people and things, grant access to digital services, analyze vast quantities of information and encrypt data to make the connected world more secure.
The Data Analyst/Scientist (Co-op) is responsible for providing insightful reporting and data analytics that drive key performance indicators (KPIs) such as service resiliency, customer satisfaction, and service delivery improvements.
The Data Analyst/Scientist (Co-op) will ensure timely, accurate, and complete reporting of data, data analysis, and consultation on data improvements. Leveraging our business intelligence tools, the Data Analyst/Scientist will support the Cloud Service Quality Assurance Manager in the creation and maintenance of performance reports and dashboards. The analyst will be responsible for collecting, aggregating and helping analyze data to prepare reports, which may be in the form of visualizations such as graphs, charts and dashboards, detailing the information they’ve gathered.",3.6,"Thales
3.5",,Remote,1001 to 5000 Employees,2000,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD)
,CA$70K - CA$80K (Employer est.),,-1,,,,201 to 500 Employees,,Company - Private,,,$5 to $25 million (USD)
Business Data Scientist Co-Op/Intern,CA$87K - CA$96K (Glassdoor est.),"At Kinaxis, who we are is grounded in our common belief that people matter. Each one of us plays an important part in accomplishing our work, building our culture and making a global impact.
Every day, we're empowered to work together to help our customers make fast, confident planning decisions. This is how we create a better planet – for each other, for our customers and for generations to come. Our cloud-based platform RapidResponse ensures that the products we need – everything from medicine and cars, to day-to-day items like toothpaste – make it to market and into our hands when we need them with minimal ecological footprint.
We make the world better, and you can too.
Business Data Scientist Co-Op/Intern",4.5,"Kinaxis
4.5",,Toronto,501 to 1000 Employees,1984,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist,CA$63K - CA$120K (Glassdoor est.),"Data Scientist

Granify is a rapidly growing technology company at the intersection of e-commerce, machine intelligence, and psychology. We’ve received investment from top investors, built a world-class team and a world-class product, and in the last year alone we generated over $650 million in incremental sales for many of the world's largest retailers!

We’re searching for an experienced Data Scientist (4+ years of experience) who values mastery, authenticity, and positivity to help build and grow our product. As a key member of our Data Science team, you will work with and analyze vast amounts of behaviour and transaction data, and design and implement algorithms which predict e-commerce shopper actions and needs. This includes - but goes well beyond - recommendations. This is an amazing opportunity to design algorithms which will be responsible for helping and influencing real shoppers across the world in real-time! We have access to and act on millions of shopper sessions per day. If you are a highly technical, hands-on, and mission-driven person who has a passion for solving problems in the area of ML/AI and e-commerce optimization, then this is the role for you.",4.5,"Granify
4.5",,Edmonton,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist,CA$49K - CA$57K (Glassdoor est.),"A little bit about GeoComply

At GeoComply, our mission is to empower the future of digital trust. We operate at the center of a new generation of cybersecurity companies, leveraging today's geolocation data to make better risk-based decisions. Working as a critical piece of the security infrastructure for some of the world’s largest tech companies like DraftKings, FanDuel, the BBC, and Akamai, we are the global market leader for compliance-grade geolocation data and a critical piece of the decision engine. We have big plans for the next few years, including a targeted US IPO and various M&A opportunities.

At the heart of it all is people - we are deeply committed to creating and sustaining a world-class experience for our employees, customers, and partners.

Job Summary",4.3,"GeoComply
4.3",,Vancouver,501 to 1000 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,CA$66K - CA$105K (Glassdoor est.),"Come Work with Us!

At RBC, our culture is deeply supportive and rich in opportunity and reward. You will help our clients thrive and our communities prosper, empowered by a spirit of shared purpose.

Whether you’re helping clients find new opportunities, developing new technology, or providing expert advice to internal partners, you will be doing work that matters in the world, in an environment built on teamwork, service, responsibility, diversity, and integrity.
Job Title
Data Scientist
Job Description
TORONTO, Ontario, Canada
CAN-ON-TORONTO
Canada
37.5
Full time
Regular
Salaried
2022-03-16-07:00
2022-05-12-07:00",4.0,"Royal Bank of Canada
4.1",,Toronto,10000+ Employees,1869,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Data Scientist (Co-Op) Canada,CA$97K - CA$113K (Glassdoor est.),"What You’ll Do
Acquire, clean and structure data from various sources and maintain databases/data systems.
Identify, analyze, and interpret trends or patterns in complex data sets.
Develop, prototype and test predictive algorithms.
Filter and ""clean"" data, and review computer reports, printouts, and performance indicators to locate and accurate code problems.
Develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality.
Interpret data, analyze results using statistical techniques and provide ongoing reports.",4.3,"Cisco Systems
4.3",,Toronto,10000+ Employees,1984,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data Scientist - Remote Canada,CA$54K - CA$88K (Glassdoor est.),"Data Scientist - Remote Canada
As a Data Scientist working at TTEC Digital, you will work on a team with diverse clients and industries to create data-driven segmentations, develop cutting edge algorithms, curate predictive and descriptive customer features, and provide expert insight to increase our understanding of customer behavior and needs. You will help clients turn data into actionable insights that drive tangible outcomes, improve performance and help clients lead the market. This position requires in-depth understanding and use of statistical and data analysis tools.
What you'll be doing:
Work within our proprietary big data cloud computing platform;
Participate in the development, validation and delivery of machine learning algorithms and statistical models;
: CA-ON-London
: Consulting
: Canada
JSGYM-TE",4.8,"TTEC Digital
4.8",,London,1001 to 5000 Employees,2011,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist II – Applied Machine Learning,CA$80K - CA$100K (Glassdoor est.),"TD Description
Tell us your story. Don't go unnoticed. Explain why you're a winning candidate. Think ""TD"" if you crave meaningful work and embrace change like we do. We are a trusted North American leader that cares about people and inspires them to grow and move forward.
Stay current and competitive. Carve out a career for yourself. Grow with us.
Department Overview
What does TD stand for? For starters, we believe in visionary leadership and insights. We believe in using every resource at our disposal to better serve our clients, and for almost every department, that begins with data.",4.0,"TD Bank
4.0",,Toronto,10000+ Employees,1855,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Data Scientist Co-op (January 2023 - August 2023),CA$64K - CA$92K (Glassdoor est.),"Vancouver, Canada
Data Science
No
2220

Overview

Co-op placement periods:
January 2023 - August 2023 (8 months)

Visier is the leader in people analytics. We are passionate about a 'people first' approach to business strategy and our addictive technology is transforming the way that organizations make decisions. Recently closing a hugely successful funding round and a landmark $1b valuation, Visier is embarking on an incredible phase of its 11 year growth Journey. To accelerate our momentum, we are looking for a highly ambitious Data Scientist Co-op to join us.




What You'll be Doing...




What You'll Bring to the Table...",4.2,"Visier Inc.
4.2",,Vancouver,501 to 1000 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,CA$7K - CA$8K (Employer est.),"About Us
Minpraxis Solutions focuses on transferring cutting-edge R&D into real solutions for mine developers and operators. As an award-winning Vancouver-based company we deliver transformative products and engineering to the minerals industry.
We are looking for a self-starting individual who is eager to apply their data science and signal processing skills to the development of an exciting new mining technology.
About the Role
This position is ideal for a data scientist who wants to be a part of a small and dynamic team. Working closely with the founding team, you will be working directly with the CEO, COO and a coder to help deliver a new and exciting product to the market.",-1,Minpraxis Solutions Ltd.,,Vancouver,,,,,,
Data Analyst,CA$53K - CA$89K (Glassdoor est.),"Spire Global is a space-to-cloud analytics company that owns and operates the largest multi-purpose constellation of satellites. Its proprietary data and algorithms provide the most advanced maritime, aviation, and weather tracking in the world. In addition to its constellation, Spire's data infrastructure includes a global ground station network and 24/7 operations that provide real-time global coverage of every point on Earth.
We are looking for a Data Analyst to help build world-class customer-centric data products that solve government, industry, and customer problems. This is a person who has the experience to run deep analyses on complex data sets to discover pattern and movement behaviours about maritime targets and ships, implement data key performance indicators (KPIs), create reports, documents, and design visualization dashboards. The person will have the opportunity to build the data analysis practice to support both the RFGL Target Services product and broader Spire Product Management. This is a role where you will have the opportunity to wear multiple hats and collaborate across multiple functions.",3.0,"Spire
3.1",,Cambridge,201 to 500 Employees,2012,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
DATA ANALYST & INTEGRATOR,CA$39.92 - CA$43.71 Per Hour(Employer est.),"Job Category: Information & Technology
Division & Section: Parks, Forestry & Recreation, PFR Policy & Strategic Planning
Work Location: Metro Hall, 55 John Street
Job Type & Duration: Full-time, 1 Permanent, 3 Temporary vacancies
Hourly Rate: $39.92 - $43.71, Wage Grade 12
Shift Information: Monday to Friday, 35 hours per week
Affiliation: L79 Full-time
Number of Positions Open: 4
Posting Period: 09-NOV-2022 to 24-NOV-2022

Are you interested in contributing to the quality of life in Toronto by providing decision makers with sound evidence? If you are a data science, analytics, and research professional who is interested in using your skills and experience to contribute towards the quality of life of Torontonians, please read on.",4.1,"City of Toronto
4.1",,Toronto,10000+ Employees,,Government,National Agencies,Government & Public Administration,$10+ billion (USD)
Data Analyst,CA$19.16 - CA$60.66 Per Hour(Employer est.),"Qualifications
Bachelor's Degree or master’s degree in Computer Science, Mathematics, Statistics
4+ years of experience working as Data Analysts
Ability to write good SQL for data analysis must – Netezza , Snowflake , Oracle etc
Understanding financial data elements and sensitivity classification  (PII , PCI, PHI, etc ) is a must
Self-learner and ability to work independently is a must
Exposure Programming language – Python good to have
Exposure to Data Science is goo to have",-1,sena technologies,,Remote,,,,,,
RES O 27R - Data Scientist,CA$73K - CA$83K (Employer est.),"Posting Title
RES O 27R - Data Scientist
Position Classification
Research Officer R27
Union
GEU
Location
Cranbrook, BC V1C 7G5 CA
Fort St John, BC V1J6M7 CA
Kamloops, BC V2H 1B7 CA
Multiple Locations, BC CA (Primary)
Nanaimo, BC V9T 6L8 CA
Nelson, BC V1L 6K1 CA
Prince George, BC V2N4P7 CA
Surrey, BC V4P 1M5 CA
Victoria, BC V9B 6X2 CA
Williams Lake, BC V2G 5M1 CA",3.8,"BC Public Service
3.8",,Cranbrook,10000+ Employees,,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable
Senior Data Scientist,CA$88K - CA$109K (Glassdoor est.),"Who we are: Breathe BioMedical is an innovative medical technology company located in Moncton, New Brunswick. We have developed a platform technology for breath analysis that is fast, powerful, and highly sensitive. With our patented breath analysis technology, we are currently developing a breath test for lung cancer screening and researching additional non-invasive diagnostic tests.
Our mission: To empower people with a simple breath test that provides early detection of cancer and other diseases.
Breathe BioMedical is looking to hire a full-time senior data scientist, who will lead the data analytics at BBM with the chief responsibility of developing breath-based diagnostics and screening tools based on spectroscopic data. This will involve using principles of data science and machine learning to mine data, conduct statistical analyses and develop novel classification/regression algorithms. This position is also responsible for performing analyses to inform clinical and research work from study design to final analysis. You will guide a cross-disciplinary team in developing data evaluation tools, maintaining data quality and data integrity. Additionally, you will create reports and publications individually or in collaboration with others.",3.0,"Breathe BioMedical
3.0",,Moncton,1 to 50 Employees,,Company - Public,,,Unknown / Non-Applicable
"Data Science Learning, Associate Director",-1,"Data Science Learning, Associate Director
Gothenburg (SWE) or Macclesfield (UK) or Gaithersburg (US) or Barcelona (ESP) or Mississauga (CAN)
Salary – Competitive salary and company benefits apply
Be empowered to be innovative and creative where difference is valued
Join a place built on innovation and creativity. Where different views and perspectives are welcomed and valued. An environment that champions inclusion, and teams that reflect the diversity of the communities that we serve.
Would you like to be a part of a Data Science & Artificial Intelligence (DS&AI) group who has direct strategic impact on drug development, playing a key role in getting medicines to patients?",4.2,"AstraZeneca
4.2",,Mississauga,10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Data Scientist/Analyst Intern - Winter 4 or 8 Months,-1,"Job Title: Data Scientist/Analyst Intern
Department: WFM_Planning (Workforce Management)
Work Term & Duration: Winter 4 or 8 months
Location: Virtual

Ceridian is a global leader in Human Capital Management technology. Simply put, we allow our customers to do the most complex things well (HR, Payroll, Benefits Administration, Workforce Management and Talent Management) and do them to scale. Makes Work Life Better™ is our brand promise, not only to our customers, but to our employees as well. Our flagship platform, Dayforce, helps leaders make smart decisions based on data, strategy and intelligence that create value and maximize productivity.

Benefits for Students:

Data Scientist/Analyst (Intern), Workforce Management Team

The Dayforce Product Development team is looking for an intern data scientist or analyst to create the industry’s next generation Human Capital Management (HCM) solutions.
As a scientist/analyst on our Workforce Management team you will be working on our ground-breaking solution that helps companies increase their efficiencies through tracking time and attendance and intelligent scheduling of their employees. You will use your knowledge and expertise to help research and add machine learning capabilities to the Dayforce product. Your impact will be evident through your effective participation in the entire lifecycle of our software including design, analysis, prototyping, development, testing and support of our products. You will work closely and collaborate with clients, prospects, implementation partners, and Dayforce personnel to envision and deliver the required functionality.
This is an excellent opportunity to help shape, direct, and make your mark on a product that impacts thousands of clients and millions of people worldwide. If you're interested in data and algorithms, have vision to see possibilities, want to see your creation utilized by thousands of people all over the world, and possess one or more of the following qualifications, we want to talk to you.



You will get to work on a Machine Learning Forecasting project where you will participate in the entire lifecycle of our software including design, analysis, prototyping, development, testing and support of our products. You will work closely and collaborate with clients, prospects, implementation partners, and Dayforce personnel to envision and deliver the required functionality


We understand that no matter where you are, choosing a new employer is always one of life’s most stressful events. We encourage you to check us out at Ceridian.com or follow us on LinkedIn to learn more about how we are impacting the world of work for our customers, employees and you!

Ceridian is fueled by the diversity of our talented employees. We are an equal opportunity employer and consider and embrace ALL individuals and what makes them unique. We believe our employees should be happy and healthy, with peace of mind and a sense of fulfillment. We provide our employees with comprehensive benefits for various life circumstances and needs, great opportunities for career development, and a balanced lifestyle to achieve personal and professional success. We encourage all individuals to apply for positions that fit their passions.

We thank all applicants in advance for their interest in this position; however, only those selected for an interview will be contacted. If you are selected for an interview, you will be contacted by a Ceridian Recruiter with a @ceridian.com email directly from our organization.",3.8,"Ceridian
3.8",,Toronto,1001 to 5000 Employees,1991,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD)
Experimental Engineer or Applied Scientist to work on Quantum Technologies,-1,"Quantum Valley Ideas Laboratories is a not-for-profit applied research institution focused on cutting-edge research and development of quantum technologies. Quantum Valley Ideas Laboratories is tackling the ambitious goal of accelerating quantum technologies from proof-of-concept to real-world applicable, commercializable solutions. We are searching for an experimental engineer or applied physicist to fill a technical staff position.
We are interested in hiring a candidate who wants to work on a scientific team and has a passion for application-driven R&D. Candidates must have a master’s degree in electrical engineering, optics, physics or a closely related field. Industrial work experience in specific areas of interest will be considered in lieu of a master’s degree. Some industrial work experience is preferred, but not necessary. The successful applicant will work under a project lead with another staff scientist and group of engineers. Skills of particular interest are glass bonding, device simulation, sputtering, PECVD, SOI and MEMs fabrication and testing. A demonstrated ability to successfully work in a close team environment is required. We value inquisitiveness and creative problem solving above all.",-1,Quantum Valley Ideas Lab,,Waterloo,,,,,,
"Manager & Sr. Manager, Strategy & Analytics",-1,"161 Bay Street (93021), Canada, Toronto,Toronto, Ontario,
Manager & Sr. Manager, Strategy & Analytics
The Capital One way

Yes, we’re a credit card company. But we’re more than that too. We’re driven by what our customers want, and how to make their lives simpler.

We’re always looking for creative ways to offer digital solutions that make sense for our customers. With your help, we’ll build the next generation of banking in Canada based on customer-focused values, compelling products and great engineering.






























Capital One Canada is an equal opportunity employer committed to fostering a diverse and inclusive work environment. We consider all qualified applicants and will meet the needs of those requiring reasonable accommodations.",4.2,"Capital One - Canada
4.2",,Toronto,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Principal Data Scientist,-1,"Principal Data Scientist

Must Have:

10+ years of experience with general purpose programming languages e.g., Python, C/C++, Java
10+ years of hands-on experience in machine learning
4+ years of experience leading multiple machine learning projects simultaneously
Nice to Have:

Exposure to MLOps technologies such as Kubeflow
Our client is…

Responsibilities:",4.6,"ISG Search Inc
4.6",,Toronto,1 to 50 Employees,1990,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Specialist,CA$58K - CA$62K (Glassdoor est.),"Why work for Lafarge?:

As the global leader in innovative and sustainable building materials, we’re committed to shaping a greener, smarter and healthier world. At Lafarge Canada Inc., safety comes first, collaboration matters and diversity is celebrated with people who share our desire to continually make our materials better.

Do you have the drive, the skills, and the passion to join us?

Overview:

The primary objective of this role is to provide critical actionable data and analytics for identifying technical business growth and operational opportunities based on deep understating of multiple layers of data, such as RMX trucks sensors, plants vs field data.


Responsibilities:













Qualifications:


LafargeHolcim:",3.8,"Lafarge Canada Inc
3.8",,Mississauga,10000+ Employees,2015,Company - Public,Construction,"Construction, Repair & Maintenance Services",$10+ billion (USD)
Remote Business Insight Senior Data Analyst,CA$35K - CA$36K (Glassdoor est.),"Position Status: Full-Time - Remote

Location: Canada

Salary: $77,000-$104,00 Cdn
Position Overview:
Acting as trusted advisor to key internal customers, effectively delivering impactful insights, opinions and recommendations on key market & performance trends, opportunities, and threats. Our primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality datasets integrated with our CX program. Support ongoing data discovery, data analysis and performance KPI baseline to drive continuous improvements across the different lines of businesses.",3.2,"NTT Business Process Outsourcing
3.2",,Etobicoke,1001 to 5000 Employees,,Company - Private,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD)
