Job Title,Salary Estimate,Job Description,Rating,Company Name,Division,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Customer Data Scientist,170000,"CUSTOMER DATA SCIENTIST
CPG | SOFTWARE | AI SOLUTIONS
REMOTE | NEW YORK METROPOLITAN AREA
$160,000-180,000 + BONUS + BENEFITS
A fast-growing SaaS Series A startup is looking to add a Customer Data Science and Implementation Lead to their growing team. In this strategic position, you will use AI solutions and ML models to advise clients on best practices regarding product improvement.
THE ROLE:",3.9,"Harnham
3.9",,Remote,51 to 200 Employees,2006,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD)
Scientist - Data Review,3500,"Job#: 1289167

Job Description:
Apex Systems is seeking a Data Review Scientist in Morrisville NC. You will be joining a global provider of delivery technologies, development, drug manufacturing, etc.

**Please apply directly to Krystyna at kguntle@apexsystems.com

Weekly Pay & Benefits!

Title: Data Review Scientist

Shift: M-F, 8AM to 5PM

$35/hr

12/5

Weekly pay, Medical, Dental, Vision, 401K, and much more!


Develop and execute laboratory workplans/schedules independently, using customer milestones and Division/site performance standards and metrics
Authors technical documents, such as protocols, test methods, text reports, certificates of analysis, and operating procedures
Review technical documents for accuracy, thoroughness and compliance
Trains, coaches or mentors others on technical, personal development or business issues
Supervises technical staff, including work assignments and performance management
Responsible as project director with responsibility for project outcome and customer interaction
Executes efficiency improvement project with guidance
Identifies and recommend business opportunities on a project specific basis


MUST have a degree in chemistry or closely related physical science


Maintain high quality laboratory documentation in accordance with applicable regulatory guidance and Site SOPs
Proactively address work issues at both an individual level and a team level
Develop and execute complex procedures or methods with high quality
Becoming familiar with drug development milestones and their context
Recognizes and elevates changes in project scope or execution for review by project director
Able to prioritize and suggest alternatives or contingencies to achieve the correct technical solutions with most efficient resource utilization
Propose deviations from established procedures and methods based upon sound judgment
Supervisory skills are expected for Scientists with direct reports
Can organize and manage teams chartered to address resolution of lab issues or special projects with general management guidance
Lead by example according to values and culture
Can assess training needs and formulate development plans for subordinates
Recognize unmet customer needs
Can effectively back-up supervisor to address limited technical or business issues with prior instructions

**Please apply directly to Krystyna at kguntle@apexsystems.com

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystems.com or 844-463-6178.


Contract


Morrisville, NC, US


Scientific and Clinical


August 19, 2022",3.9,"Apex Systems
3.9",,"Morrisville, NC",1001 to 5000 Employees,1995,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD)
Data Linkage Scientist - All-Payor Claims Database (APCD),124000,"What we do here changes the world. UTHealth Houston is Texas’ resource for healthcare education, innovation, scientific discovery, and excellence in patient care. That’s where you come in.
We are looking for a Full-Time Data Linkage Scientist to join the Center for Healthcare Data as part of the UTHealth School of Public Health in Houston, TX 77030. This is a hybrid position that will allow for a remote and on-site work schedule. The Data Linkage Scientist is a skillful team player with a clear track record of identifying and leveraging linkages between diverse data sets. This individual is a deliberate and systematic scientist who can apply and develop techniques for relating data through direct and indirect pathways, practice with rigor and precision, and maintain a balanced/independent point of view to achieve maximum utility of relationships across datasets. Uses social determinants of health data sets in conjunction with administrative claims and electronic health records to measure the relational impact of these variables when applicable. It is essential for this person to be a very effective communicator who can understand the needs of and provide appropriate guidance to understanding of applied methods, rationale, statistical validity and the appropriate application and exploitation of linkages between datasets.
It’s because we reward our team for the excellent service they provide. Our total rewards package includes the benefits you’d expect from a top healthcare organization (benefits, insurance, etc.), plus:",4.0,"UTHealth Houston
4.0",,"Houston, TX",5001 to 10000 Employees,1972,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Data Scientist,-1,"We are looking for a data scientist to join our enterprise analytics team! This individual will partner with various areas of the company to help formulate their business problems into data science exercises and build end-to-end analytics solutions. They will also partner with other data scientists in the company to help support, operationalize, and maintain enterprise data science solutions.
This role will involve heavy collaboration with data engineers, data stewards, product owners and business experts to support projects throughout the entire data science lifecycle. The data scientist’s tasks will include data wrangling, exploratory data analysis, hypothesis testing, modeling, rapid prototyping, business validation/testing, and operational deployment.
Responsibilities:
Work cross functionally to help define problem statements, collect and wrangle data, conduct hypothesis testing, build and deploy machine learning models and make recommendations",3.8,"Shaw Industries Group, Inc.
3.8",,Remote,10000+ Employees,1967,Company - Private,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD)
Principal Data Scientist,230000,"Principal Data Scientist
Full time-Direct Hire
Hybrid - Remote (Charlotte, NC Area)
Ph.D. Required.
MarTeck/AdTech/Ecomm Experience Required. (Marketing Technology / Advertising Technology / E-commerce)
As a Principal Data Scientist, you will be part of the Data Science and Advanced Analytics team, which is responsible for delivering machine learning and statistical modeling capabilities and using them to solve business problems.",-1,Jones Grove IT Recruiting,,"Charlotte, NC",-1,-1,-1,-1,-1,-1
Sr. Data Scientist Leadership Program- Hybrid (Starting June 2023),-1,"Location: 1000 Nicollet Mall, Minneapolis, Minnesota, United States, 55403-2542
Data Scientist Leadership Program start date is June 2023
About us:
Target is an iconic brand, a Fortune 50 company and one of America’s leading retailers.
Behind one of the world’s best loved brands is a uniquely capable and brilliant team of data scientists, engineers and analysts. The Target Data & Analytics team creates the tools and data products to sustainably educate and enable our business partners to make great data-based decisions at Target. We help develop the technology that personalizes the guest experience, from product recommendations to relevant ad content. We’re also the source of the data and analytics behind Target’s Internet of Things (iOT) applications, fraud detection, Supply Chain optimization and demand forecasting. We play a key role in identifying the test-and-measure or A/B test opportunities that continuously help Target improve the guest experience, whether they love to shop in stores or at Target.com.",3.6,"Target
3.6",,"Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
Senior IT Data Analyst,-1,"Job Description:
Do you have a passion for data, a desire to work with innovative technology and knowledge or experience with AI? You want to grow those skills and play a significant role in helping develop AI solutions that truly make an impact?
The Workplace Investing Data Engineering and Exchange AI Delivery Chapter team is seeking a highly motivated Senior Data Analyst to help drive data analysis and documentation for a squad working on Health Care application which provides an out-of-pocket cost estimate and recommends a health plan at the time of Annual Enrollment. We are looking for a data practitioner with a deep passion for data and the technical chops to discover, analyze, prep and visualize data to deliver insights, and to support AI project delivery and efficiency measurement. This role is where you will drive analysis; work with squad-mates to understand the details of what they are working on to help articulate this work to others within and outside the squad.",4.3,"Fidelity Investments
4.3",,"Durham, NC",10000+ Employees,1946,Company - Private,Investment & Asset Management,Financial Services,$10+ billion (USD)
Machine Learning Engineer/Data Scientist,8250,"Machine Learning Engineer/Data Scientist
Description
As a part of our Decision Sciences group, you will work with our clients to help define solutions for institutionalizing data-driven decision-making in a cost-effective and scalable manner. The focus is not only on driving analytical outcomes but defining approaches to automate the operationalizing of the predictions within our client applications. You will not just be a data and a statistical expert, but a cognitive engineer who can combine analytics, mathematics, AI, and computational methods in helping improve our clients’ predictive and prescriptive capabilities.
Responsibilities
Use data mining, machine learning, and other tools to design and develop recommendation engines, predictive models, scoring algorithms, and other data products which drive user segmentation, engagement, retention, monetization",4.0,"Daman, Inc.
4.0",,Remote,51 to 200 Employees,1995,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD)
,-1,,-1,,,,-1,-1,-1,-1,-1,-1
Data Scientist,123250,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use. I further attest that all information I submit in my employment application is true to the best of my knowledge.
Job Description
Data Scientist
Are you looking for a patient-focused, innovation-driven company that will inspire you and empower you to shine? Join us as a Data Scientist in our Lexington, MA location.
At Takeda, we are transforming the pharmaceutical industry through our R&D-driven market leadership and being a values-led company. To do this, we empower our people to realize their potential through life-changing work. Certified as a Global Top Employer, we offer stimulating careers, encourage innovation, and strive for excellence in everything we do. We foster an inclusive, collaborative workplace, in which our global teams are united by an unwavering commitment to deliver to people around the world.
Lexington, MA
Employee
Regular
Full time",4.0,"Takeda Pharmaceutical
4.0",,"Lexington, MA",10000+ Employees,1781,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Sr. Data Scientist,125000,"About the Role
Ariat is looking for a Sr. Data Scientist to join our Strategy and Analytics team supporting day to day customer analytics, logistics analytics, and marketing optimizations. As a Sr. Data Scientist, you’ll be designing, writing code, and modeling customer data to analyze and solve key business problems for partners including the distribution team, planning, and marketing. This role will be responsible for leveraging multiple forms of data to analyze different cross-functional business initiatives and make actionable recommendations.
If you like a challenge and are looking for work that excites you every day this will be perfect place. You will have opportunities to present findings directly to senior leaders across the organization.
You’ll Make a Difference By",4.2,"Ariat International
4.2",,"Union City, CA",201 to 500 Employees,1993,Company - Private,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD)
,-1,,-1,,,,-1,-1,-1,-1,-1,-1
Educational Data Scientist,125000,"The AI in Education at Expatiate Communications, aims to develop algorithms for the prediction of educational outcomes from attendance records, graduation rates , suspension and k-12 tst data. In order to achieve this goal, novel and creative machine learning and statistical analysis is needed. The candidates will be in charge of developing and implementing such algorithms on a variety of data sources and on a variety of educational outcomes. As an Educational Data Scientist , you will research and implement state-of-the-art AI algorithms, apply off-the-shelf AI and data-centric tools, collect, maintain and store user data. You have demonstrated competence in developing highly scalable artificial intelligence systems and ship projects with multiple dependencies across teams to achieve brilliant outcomes for customers.
The EDS shall focus on:
Designing, developing and implementing artificial intelligence algorithms and build scalable production systems focused on student achievement and educational options",2.0,"Expatiate Communications
2.0",,"Pasadena, CA",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Data Scientist,-1,"Job Title: Data Scientist
*
Summary*: CAPITAL Services provides end to end servicing for financial institutions nationwide. We are growing and looking for a Data Scientist to join the Analytics and Risk team. We use data to optimize cardholder interactions at every touch point. The Data Scientist will have opportunities to grow their analytic skill set while providing real value for the company and our customers. This position can start anytime between now and May 2023 and is located in our Sioux Falls, SD location.
*
You will be a good fit if you are: *
Naturally inquisitive.",3.8,"CAPITAL Services
3.8",,"Sioux Falls, SD",201 to 500 Employees,1999,Unknown,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
Senior Data Scientist,130000,"Posting Information
Department
Renaissance Computing Inst-637100

Career Area
Information Technology

Posting Open Date
11/02/2022

Application Deadline
11/30/2022",4.1,"University of North Carolina at Chapel Hill
4.1",,North Carolina,1 to 50 Employees,College / University,Colleges & Universities,Education,$1 to $5 million (USD),-1
,-1,,-1,,,,-1,-1,-1,-1,-1,-1
Data Scientist - Pricing,92000,"Imperial Dade, leading national distributor, has a position open in Jersey City, NJ. We need A+ candidate to join our winning team. This analyst will be joining the current analytical team to build and maintain multiple pricing models. A successful candidate needs to have solid data skills (R, Power Bi, Python etc). He/she needs to be able to embrace changes as we grow, has sense of urgency, goal oriented and willing to go extra mile to achieve.
Imperial Dade is the leading distributor of foodservice packaging, facilities maintenance supplies and equipment in the U.S. As a provider of customized supply chain solutions, the company serves customers in many business-to-business market segments including supermarkets, healthcare facilities, universities, and restaurants. Founded in 1935 and headquartered in New Jersey, Imperial Dade serves more than 80,000 customers through a footprint of 80+ branches.",-1,Imperial Dade,,"Jersey City, NJ",-1,-1,-1,-1,-1,-1
PDI - Data Scientist (LiDar),-1,"Pacific Data Integrators is a rapidly growing cloud data management firm serving more than 80 customers. For this engagement, we are seeking an experienced resource perform job responsibilities related to Data Science and Lidar Imaging. Additional responsibilities are listed below:
Title: Data Scientist, LiDar (Remote)
Perform image processing and classification from drone/Lidar images in Azure or AWS prod environments
Produce datasets used for quantitative analytics by integrating ESRI with open-source software in cloud environments (Azure or AWS).
Utilize open-source libraries like Python and AI/ML techniques in Lidar to create datasets",-1,Pacific Data Integrators,,Remote,-1,-1,-1,-1,-1,-1
Data Scientist (Acquisition),115000,"Job Description:
We are looking for a data scientist to join the Data Science & Analytics team for The Wall Street Journal’s Membership group. In this role, you will lead our efforts in machine learning as it relates to WSJ’s acquisition strategy. This involves working on the development and refinement of critical models for our business—including the propensity model behind WSJ’s dynamic paywall. Additionally, you will serve as an evangelist for analytics within our organization and develop metrics for measuring engagement within our products.
The role will require a strong understanding of data wrangling, log-level usage data, and production models. You will need strong organization skills, and will oversee the execution of large scale data projects. An interest in best-in-class design and engineering, as well as visualization and storytelling, will also be critical to your success in this role.",3.9,"Dow Jones
3.9",,"New York, NY",5001 to 10000 Employees,1882,Subsidiary or Business Segment,Broadcast Media,Media & Communication,$500 million to $1 billion (USD)
Data Scientist,-1,"Data Scientist

Position Description
Do you want to take your career to the next level? Are you ready to work with working with high-profile, enterprise clients? CGI is looking for a talented data science engineer to join the CGI team located in Birmingham, AL. In this position, you will utilize your analytical skills to lead local clients to guide them on their data science journey. Plus, you will be part of a team of smart, dedicated people, like yourself, looking to make an impact with both internal and client stakeholders.

Your future duties and responsibilities
Maintain a constant inquisitive nature, asking stakeholders good questions about the data and seeking to learn the broader context in which the work is being performed

Required qualifications to be successful in this role

#LI-JN2
#DICE



While technology is at the heart of our clients' digital transformation, we understand that people are at the heart of business success.

When you join CGI, you become a trusted advisor, collaborating with colleagues and clients to bring forward actionable insights that deliver meaningful and sustainable outcomes. We call our employees ""members"" because they are CGI shareholders and owners and owners who enjoy working and growing together to build a company we are proud of. This has been our Dream since 1976, and it has brought us to where we are today - one of the world's largest independent providers of IT and business consulting services.

At CGI, we recognize the richness that diversity brings. We strive to create a work culture where all belong and collaborate with clients in building more inclusive communities. As an equal-opportunity employer, we want to empower all our members to succeed and grow. If you require an accommodation at any point during the recruitment process, please let us know. We will be happy to assist.

Ready to become part of our success story? Join CGI - where your ideas and actions make a difference.

Qualified applicants will receive consideration for employment without regard to their race, ethnicity, ancestry, color, sex, religion, creed, age, national origin, citizenship status, disability, pregnancy, medical condition, military and veteran status, marital status, sexual orientation or perceived sexual orientation, gender, gender identity, and gender expression, familial status, political affiliation, genetic information, or any other legally protected status or characteristics.

CGI provides reasonable accommodations to qualified individuals with disabilities. If you need an accommodation to apply for a job in the U.S., please email the CGI U.S. Employment Compliance mailbox at US_Employment_Compliance@cgi.com . You will need to reference the requisition number of the position in which you are interested. Your message will be routed to the appropriate recruiter who will assist you. .

We make it easy to translate military experience and skills! Click here to be directed to our site that is dedicated to veterans and transitioning service members.

All CGI offers of employment in the U.S. are contingent upon the ability to successfully complete a background investigation. Background investigation components can vary dependent upon specific assignment and/or level of US government security clearance held. CGI will consider for employment qualified applicants with arrests and conviction records in accordance with all local regulations and ordinances.

CGI will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with CGI's legal duty to furnish information.",3.9,"CGI Group, Inc.
3.9",,"Birmingham, AL",10000+ Employees,1976,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
Data Scientist,-1,"Description
There’s never been a more exciting time to join United Airlines. We’re on a path towards becoming the best airline in the history of aviation. Our shared purpose – Connecting People, Uniting the World – is about more than getting people from one place to another. It also means that as a global company that operates in hundreds of locations around the world with millions of customers and tens of thousands of employees, we have a unique responsibility to uplift and provide opportunities in the places where we work, live and fly, and we can only do that with a truly diverse and inclusive workforce. And we’re growing – in the years ahead, we’ll hire tens of thousands of people across every area of the airline. Our careers include a competitive benefits package aimed at keeping you happy, healthy and well-traveled. From employee-run ""Business Resource Group"" communities to world-class benefits like parental leave, 401k and privileges like space available travel, United is truly a one-of-a-kind place to work. Are you ready to travel the world?",4.1,"United Airlines
4.1",,"Chicago, IL",10000+ Employees,1926,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD)
Data Scientist I,80000,"Responsibilities:
In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you know the answers are in the data.
We have an opportunity for you to apply your leadership and analytical skills to a dynamic client mission. You’ll work closely with your customer to understand their questions and needs, then dig into their data-rich environment to find the pieces of their information puzzle. You’ll explore data from various sources, discover patterns and previously hidden insights to address business problems, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help senior leadership make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in national security.
Qualifications:

Peraton Overview:
Salary Range: Salary Minimum: $40,000 Salary Mid: $80,000 Salary Maximum: $100,000 The estimate displayed represents the typical salary range for this position, and is just one component of Peraton's total compensation package for employees. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Peraton provides a variety of benefits to employees. EEO Tagline (Text Only): An Equal Opportunity Employer including Disability/Veteran.",3.6,"Peraton
3.6",,"Annapolis Junction, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
Data Analyst,4680,"MILPITAS UNIFIED SCHOOL DISTRICT
TITLE: Data Analyst REPORTS TO: Director of Technology Services
DEPARTMENT: Technology Services CLASSIFICATION: Classified
WORK YEAR: 12 months SALARY RANGE: 6 Specialty Salary Schedule
Basic Function:
Under the leadership and direction of the managers and Director of Technology Services, this employee will collect and synthesize qualitative and quantitative data about the district, community, and the student and parent population to deepen understanding of programmatic needs across the district and promote and support data driven leadership and instruction. They will support the Director of Technology and Manager of Information Systems in ensuring that uploads to multiple technology systems are accurate and timely and attend to internal and external data and support requests quickly and politely including extracting, manipulating and analyzing data. This employee will assist in providing professional development as needed.",3.9,"Milpitas Unified School District
3.9",,"Milpitas, CA",1001 to 5000 Employees,1969,School / School District,Preschools & Child Care Services,Education,$100 to $500 million (USD)
"Materials Scientist - Machine Learning - Mentor, OH",-1,"Job Description

Avery Dennison is looking for a highly creative, collaborative and dynamic individual to provide insightful predictive capabilities using Artificial Intelligence (AI) and Machine Learning (ML) models to accelerate the development of novel products and processes. The position will be with the Materials Science and Characterization (MSC) Group, which primarily supports R&D activities globally at Avery Dennison’s Mentor, OH location, chartered to provide fundamental mechanistic understanding and predictive insights into materials and processes, materials engineering, support and resolve technical problems from long term projects to urgent manufacturing and quality issues stemming from across Avery Dennison’s global operations. Individuals with solid foundational understanding of materials, including but not limited to polymers, gels, and adhesives, with expertise in data science and machine learning, as applied to such materials, are encouraged to apply.

Qualifications


Additional Information",4.0,"Avery Dennison
4.0",,"Mentor, OH",10000+ Employees,1935,Company - Public,Consumer Product Manufacturing,Manufacturing,$5 to $10 billion (USD)
Data Analytics Consultant - 100% Remote,-1,"About Company:
Affine is a leading Artificial Intelligence (AI) and Analytics Engineering consulting and solutions firm. We offer capabilities across the analytical value chain from analytics engineering and cloud-based implementations to analytics, machine learning, AI, and business intelligence that tackle day-to-day & strategic business challenges across multiple verticals & business functions in Gaming, Manufacturing, Hi-Tech, CPG, Media & Entertainment
Experience: 4 years – 10 years
Education requirement: B. Tech/BE or MSc or MBA or MTech in Stats, Economics, Mathematics, Finance, or any other quantitative discipline
Must have Skills & Experience:",-1,AFFINE ANALYTICS PRIVATE LIMITED,,Remote,-1,-1,-1,-1,-1,-1
Sustainability Data Analyst,91140,"Relocation Assistance Offered Within Country
# 142410 - New York, New York, United States
In an ever-changing and dynamic world, our Supply Chain and Manufacturing professionals, who are recognized as the best in the business, are essential to quickly delivering our products to consumers worldwide. They are responsible for ensuring we make quality products that consumers love. Using advanced technology and an analytical mindset, they are especially adept at continuously improving manufacturing processes. This team comprises a variety of global roles and focus areas, including operations, engineering, process development and innovation, procurement, network operations, project management, factory performance & reliability, packaging, continuous improvement, and supply chain management.
The candidate can be located in New York or New Jersey.",4.2,"Colgate-Palmolive
4.2",,"New York, NY",10000+ Employees,1806,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)
Remote Senior Data Scientist NLP,-1,"Company Summary
Join a team that puts its People First! As a member of First American’s family of companies, Data & Analytics is a national provider of property-centric information, analytics, risk management and valuation solutions. First American maintains and curates the industry’s largest property and ownership dataset with over 7 billion document images. Our major platforms and products include: DataTree®, FraudGuard®, RegsData™, TaxSource™ and ACI®. The First American Data & Analytics division boasts more than 20 patents and remains at the forefront of innovation - leveraging technology and data to deliver best-in-class decisioning solutions. Fueled by our industry-leading data and using our technology and proprietary process, our solutions provide lenders, real estate and title companies with actionable insights - enabling them to make better, increasingly automated, decisions. With offices in all major metropolitan areas, including California and New York, DNA teams work collaboratively from across the country. Since 1889, First American (NYSE: FAF) has held an unwavering belief in its people. They are passionate about what they do, and we are equally passionate about fostering an environment where all feel welcome, supported, and empowered to be innovative and reach their full potential. Our inclusive, people-first culture has earned our company numerous accolades, including being named to the Fortune 100 Best Companies to Work For® list for seven consecutive years. We have also earned awards as a best place to work for women, diversity and LGBTQ+ employees, and have been included on more than 50 regional best places to work lists. First American will always strive to be a great place to work, for all. For more information, please visit www.careers.firstam.com.",3.8,"First American Financial Corporation
3.8",,"Santa Ana, CA",10000+ Employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD)
"Principal Data Scientist, Online Marketing (Remote)",215000,"The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY

Position Purpose:
The Principal Data Scientist is responsible for leading data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role assists in the development of the Home Depot advanced analytics infrastructure that informs decision making by leveraging mastery of both the business and Advanced Analytics Modeling techniques. Principal Data Scientists focus on seeking out business opportunities to leverage data science as a competitive advantage.


As a Principal Data Scientist, you will lead large data science projects, identifying opportunities to leverage the best technology and approach, and mentoring data scientists on the project team. This role is expected to contribute to Home Depot's intellectual property by developing cutting-edge, innovative algorithms. This role supports the building of skilled and talented data science teams by providing input to staffing needs and participating in the recruiting and hiring process. In addition, this role requires networking with experts, both academic and industry, to further the application of data science to business problems.




This position typically reports to Senior Manager or above
This position has 0 Direct Reports and leads/manages projects



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.
























$280,000 - $150,000",3.8,"The Home Depot
3.8",,"Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD)
Data Scientist,-1,"Data Scientist

Job Overview
Mutually Human is a digital transformation agency that provides a variety of technology based services. We are looking for a full time Data Scientist to join our data team to help consult on various data projects for our clients. We’re looking for someone who is eager to apply their skills to a variety of client applications and is excited to help grow our organization as we continue to expand our analytical capabilities. We believe in building a strong data culture for the organizations we work with and we’re looking for someone to share in that vision. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.",4.9,"Talent Strategy
4.9",,"Ada, MI",51 to 200 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
"Data Scientist, Utility Reliability - REMOTE",101550,"Are you an experienced data scientist looking to join an industry-leading team?
E Source develops groundbreaking data science applications that change the way utilities understand and manage their networks. We tackle challenging projects like forecasting the impact of severe weather on utility networks and optimizing vegetation management strategies. To conduct these projects, we use a combination of machine-learning models, inference-based statistics, and remote-sensing applications. Each project or product is collaboratively developed by an in-house data science team with diverse professional backgrounds and domain expertise. Ultimately, our work helps utilities enhance their electric reliability and prepare to adopt and deploy cutting-edge green-energy technology.
E Source is a solutions-based consulting, research and advisory, and data science firm that’s been a change agent in the utility industry for over 35 years.",3.1,"E Source
3.1",,United States,201 to 500 Employees,1987,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable
Data Analyst,100000,"Job Description:
We are looking for a Data Analyst to join the Dow Jones Membership group's Data Science & Analytics team. The Membership group makes it easier for people to read, share, and subscribe to Dow Jones' award-winning journalism. We're focused on reaching new audiences and making our products relevant and accessible to all decision-makers—from students to young professionals, parents to retirees.
What you'll do:
Source and query data required for both ongoing business intelligence efforts and larger-scale data science projects.
Draw meaningful insights from large datasets—find creative ways those insights can be used to both sell subscriptions and improve the experience of reading Dow Jones products.",3.9,"Dow Jones
3.9",,"New York, NY",5001 to 10000 Employees,1882,Subsidiary or Business Segment,Broadcast Media,Media & Communication,$500 million to $1 billion (USD)
Data Scientist,-1,"JOB SUMMARY
Responsible for developing data-driven solutions to Charter’s business problems. Utilizes analytical, statistical, and programming skills to clean, aggregate, and analyze large data sets and interpret results. This position requires a strong command of statistical techniques and machine learning algorithms, as well as a demonstrated practical ability to determine where to invest time, synthesize actionable findings across diverse assignments, and present findings to audiences with diverse agendas and varying levels of technical expertise.

MAJOR DUTIES AND RESPONSIBILITIES
Actively and consistently supports all efforts to simplify and enhance the customer experience.

Participate in the execution of the complete analytics life-cycle for problem solving, including: requirements gathering, problem formulation, data grooming, data exploration, model prototyping, model validation, and algorithm productionalization.

Leverage knowledge in analytical and statistical algorithms to help stakeholders explore methods to improve their business.

Partner on the design and implementation of statistical data quality procedures for existing and new data sources.

Communicate complex data science solutions, concepts, and analyses in a clear and effective manner to team members and business leaders.

Establish links across existing data sources and find new, interesting data correlations.

Present data insights and recommendations to key stakeholders.

Achieve defined project goals within deadlines; proactively communicate status and escalate issues as needed.

Ensure testing and validation are components of all analytics solutions.



Ability to read, write, speak and understand English
Effective communication, verbal and written, relationship management, and customer service skills with a focus on working effectively in a team environment
Ability to work with minimum supervision
Experience with analytical and statistical software
Experience using a data science toolkit such as Python or R
Comprehensive level SQL skills
Demonstrated effective analytical and problem solving skills with attention to detail and data accuracy
Ability to perform in-depth and independent research and analysis
Ability to maintain confidentiality and appropriately handle sensitive information
In-depth knowledge of core computer science principles including algorithms, data structures, and design methodologies
Prior exposure to cloud-based infrastructures
Experience with big data tools such as Spark and Hive


Bachelor's degree in computer science, statistics, operations research and/or equivalent combination of education and experience


Data Analytics - 3
Programming experience - 2


Office Environment BDA303 321395 321395BR",3.3,"SPECTRUM
3.3",,"Stamford, CT",10000+ Employees,2016,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
